0	0
1	0
2	3
3	4
4	7
5	4
6	6
7	6
8	5
9	8
10	12
no answer
11	0
12	14
13	16
14	12
15	22
16	20
17	16
18	28
19	30
20	31
21	34
22	44
23	38
24	30
25	37
26	45
27	35
28	42
29	54
30	57
31	54
32	59
33	65
34	66
35	58
36	61
37	57
38	67
39	73
40	72
41	88
42	104
43	104
44	121
45	111
46	97
47	117
48	142
49	129
50	146
51	139
52	167
53	173
54	163
55	159
56	200
57	192
58	243
59	233
60	230
61	255
62	268
63	300
64	318
65	324
66	415
67	533
68	650
69	815
70	1006
71	1202
72	1377
73	1425
74	1532
75	1563
76	1744
77	1760
78	1871
79	1956
80	1972
81	2046
82	2126
83	2146
84	2145
85	2159
86	2236
87	2330
88	2425
89	2623
90	2813
91	2868
92	2954
93	3120
94	3007
95	2970
96	2852
97	2824
98	2533
99	2324
100	2081
101	1824
102	1541
103	1315
104	1074
105	896
106	688
107	484
108	346
109	252
110	189
111	111
112	70
113	50
114	15
115	12
116	13
117	6
118	2
119	4
120	7
121	5
122	7
123	4
124	1
125	4
126	5
127	212
