0	0
1	5
2	10
3	32
4	34
5	57
6	59
7	57
8	65
9	72
10	80
11	104
12	94
13	125
14	120
15	129
16	132
17	187
18	236
19	254
20	266
21	277
22	286
23	316
24	388
25	389
26	416
27	405
28	458
29	448
30	484
31	505
32	522
33	524
34	536
35	557
36	585
37	564
38	587
39	621
40	641
41	657
42	678
43	655
44	714
45	667
46	689
47	760
48	746
49	754
50	800
51	805
52	745
53	754
54	836
55	877
56	893
57	875
58	900
59	961
60	951
61	953
62	953
63	1042
64	999
65	1037
66	1033
67	1029
68	1038
69	1063
70	1088
71	1060
72	1088
73	1108
74	1039
75	1031
76	1090
77	1111
78	1034
79	1056
80	1052
81	1006
82	1001
83	966
84	1006
85	1020
86	1096
87	1161
88	1372
89	1547
90	1524
91	1602
92	1546
93	1560
94	1468
95	1342
96	1280
97	1294
98	1126
99	1099
100	1021
101	926
102	825
103	743
104	703
105	655
106	561
107	458
108	437
109	332
110	250
111	211
112	187
113	187
114	138
115	126
116	102
117	85
118	67
119	43
120	40
121	22
122	11
123	12
124	14
125	4
126	4
127	184
