0	2
1	7
2	12
3	15
4	21
5	27
6	23
7	54
8	75
9	65
10	71
11	93
12	120
13	102
14	107
15	126
16	155
17	151
18	148
19	182
20	215
21	199
22	203
23	225
24	215
25	249
26	260
27	235
28	265
29	278
30	293
31	303
32	322
33	326
34	300
35	317
36	350
37	417
38	503
39	624
40	685
41	792
42	823
43	849
44	838
45	952
46	1007
47	972
48	1009
49	1042
50	1045
51	1089
52	1027
53	1094
54	1162
55	1152
56	1127
57	1115
58	1143
59	1107
60	1139
61	1162
62	1072
63	1056
64	1085
65	1061
66	1097
67	995
68	943
69	876
70	872
71	857
72	819
73	773
74	756
75	692
76	689
77	623
78	553
79	524
80	542
81	468
82	436
83	407
84	429
85	359
86	323
87	314
88	311
89	278
90	231
91	212
92	218
93	182
94	161
95	129
96	172
97	121
98	109
99	108
100	106
101	103
102	84
103	69
104	71
105	61
106	72
107	73
108	64
109	44
110	68
111	46
112	49
113	43
114	40
115	41
116	34
117	44
118	37
119	48
120	32
121	35
122	28
123	36
124	24
125	26
126	20
127	597
